0.0013; 0.5636; 78.82335545
0.8087; 0.585; 39.73661588
0.3503; 0.8959; 99.97075865
0.7466; 0.1741; -1.33523022
0.7105; 0.5135; 36.24603157
0.015; 0.0914; 12.20797089
0.1473; 0.1659; 17.16909043
0.4457; 0.1191; 0.916402629
0.0089; 0.3779; 52.43413067
0.5712; 0.6017; 52.26296354
0.1662; 0.663; 82.11398434
0.3521; 0.057; -3.834537904
0.7833; 0.8026; 63.62389962
0.3019; 0.8759; 100.7521957
0.9559; 0.9257; 67.1423251
0.1423; 0.4621; 56.83471095
0.8622; 0.2096; -0.604448334
0.8436; 0.9968; 80.43988587
0.6115; 0.3924; 26.86122669
0.2973; 0.8401; 96.55132355
0.3759; 0.0926; -0.168467754
0.0562; 0.0088; -0.720903927
0.2759; 0.2729; 25.91097218
0.6912; 0.8376; 72.2859841
0.4849; 0.2054; 9.904477641
0.4684; 0.4579; 40.34880956
0.7444; 0.1083; -8.284558319
0.3852; 0.735; 77.98777125
0.5724; 0.3613; 24.83887709
0.2251; 0.4251; 47.72517311
0.5171; 0.99; 100.0582222
0.3456; 0.169; 10.23322788
0.4919; 0.0635; -6.979787499
0.5048; 0.1475; 2.487603403
0.1416; 0.9051; 115.9165749
0.303; 0.4265; 44.13250003
0.9666; 0.6832; 42.9806811
0.8772; 0.8217; 60.82572518
0.1913; 0.1779; 17.03514006
0.4753; 0.1555; 4.33092289
0.732; 0.4056; 23.81982409
0.5687; 0.6822; 61.56073243
0.7219; 0.4753; 31.6740399
0.3678; 0.8347; 91.27410189
0.517; 0.663; 62.05012202
0.1047; 0.9493; 124.6387205
0.5495; 0.346; 23.95678448
0.375; 0.847; 92.32020313
0.4561; 0.2719; 18.77754338
0.2978; 0.7392; 83.79861059
0.196; 0.7613; 93.13013647
0.3976; 0.5009; 48.80133853
0.0275; 0.9946; 136.9806909
0.0505; 0.5313; 71.3625228
0.843; 0.6267; 42.58437701
0.1978; 0.8421; 103.5693131
0.1099; 0.7431; 96.4470083
0.941; 0.2861; 5.002314035
0.1403; 0.7331; 93.07768039
0.708; 0.6002; 45.7145109
0.2527; 0.1445; 10.41983306
0.061; 0.8062; 108.4288709
0.2106; 0.1156; 8.187818964
0.0143; 0.1138; 15.35593172
0.7522; 0.6861; 52.87180232
0.0739; 0.4367; 57.07710834
0.6962; 0.2903; 12.61558691
0.2324; 0.5779; 67.08582413
0.6287; 0.1602; 0.336995451
0.963; 0.6957; 44.35101731
0.1899; 0.3359; 37.79205318
0.9951; 0.4574; 20.06891054
0.0975; 0.6252; 81.32648537
0.4377; 0.9315; 98.44900984
0.8946; 0.29; 6.652279971
0.769; 0.4107; 23.03630484
0.6281; 0.6041; 49.81722678
0.4663; 0.5978; 57.01907152
0.8548; 0.8288; 62.67397351
0.7209; 0.5657; 41.42915199
0.1843; 0.7379; 90.82933479
0.9051; 0.2429; 1.6597074
0.6047; 0.6985; 61.53960749
0.3513; 0.4944; 50.26537415
0.7407; 0.612; 45.51702176
0.6911; 0.8045; 68.6923089
0.576; 0.8677; 82.26956756
0.6147; 0.7277; 64.29414333
0.6678; 0.9765; 88.83145792
0.5692; 0.3058; 18.63480697
0.1086; 0.869; 113.5103193
0.7443; 0.1549; -3.319811097
0.0793; 0.0766; 7.733819756
0.82; 0.5451; 35.14239696
0.409; 0.2987; 23.77774301
0.5012; 0.1526; 3.192658717
0.738; 0.3139; 13.81404213
0.959; 0.8733; 61.86408199
0.3; 0.944; 109.45924
0.0657; 0.7849; 105.1763057
0.6096; 0.9561; 90.19575381
0.8756; 0.6538; 43.94138334
0.1048; 0.505; 64.6444792
0.2903; 0.92; 107.116805
0.6628; 0.1145; -5.629072146
0.3791; 0.4968; 49.19904248
0.5092; 0.3824; 29.74352189
0.5321; 0.6063; 54.70667206
0.0059; 0.7079; 98.6995388
0.623; 0.8632; 78.98574264
0.7473; 0.4969; 32.9806403
0.7853; 0.5528; 37.34873571
0.9557; 0.6308; 38.3174787
0.3742; 0.1316; 4.664873022
0.9517; 0.612; 36.6374036
0.3298; 0.0559; -3.308254046
0.1316; 0.847; 108.8878893
0.5969; 0.7216; 64.54899446
0.0147; 0.1265; 17.10894085
0.6171; 0.2176; 7.086222623
0.1689; 0.6241; 76.81152008
0.3194; 0.3676; 35.99086803
0.8024; 0.8069; 63.09168898
0.6111; 0.7982; 72.3914959
0.1448; 0.6302; 79.08128009
0.2537; 0.1365; 9.359435387
0.0662; 0.4278; 56.27542111
0.3023; 0.548; 59.45711506
0.3113; 0.1106; 4.111467438
0.1347; 0.2842; 33.47188775
0.8952; 0.7896; 56.71349042
0.6152; 0.3611; 23.21434211
0.2285; 0.8636; 104.2295137
0.2495; 0.5424; 61.57424731
0.0538; 0.0814; 9.338312629
0.4268; 0.0947; -1.442906796
0.8915; 0.2328; 0.996341858
0.1251; 0.9316; 120.6955888
0.0471; 0.0587; 6.463828356
0.9147; 0.3986; 16.89752966
0.9461; 0.8372; 58.96683565
0.8421; 0.6935; 49.46423702
0.2592; 0.0043; -7.733541883
0.9548; 0.3987; 15.65058755
0.5855; 0.2551; 12.31498078
0.9453; 0.4355; 19.5589787
0.0072; 0.9409; 131.1496418
0.7861; 0.5767; 39.81915421
0.2223; 0.383; 42.4104661
0.4179; 0.0822; -2.687241781
0.8551; 0.0648; -15.17757062
0.662; 0.6915; 57.84788938
0.5301; 0.6856; 63.97928684
0.6895; 0.7279; 60.44425372
0.0311; 0.8687; 119.2476419
0.7065; 0.0854; -9.860014807
0.9479; 0.0588; -17.47805126
0.1452; 0.9818; 125.8599793
0.2922; 0.9225; 107.2990611
0.6945; 0.2186; 4.883984612
0.2405; 0.5214; 59.36026245
0.1064; 0.9026; 118.2057614
0.0801; 0.7821; 103.780032
0.9744; 0.7758; 51.63756793
0.2106; 0.4566; 52.54121478
0.7506; 0.114; -7.823456626
0.3111; 0.9926; 114.76876
0.2521; 0.1893; 16.18257281
0.1535; 0.6203; 77.23672245
0.9391; 0.1956; -3.856811471
0.6455; 0.6567; 54.82389897
0.4554; 0.9213; 96.06261447
0.1508; 0.6363; 79.52554395
0.422; 0.943; 100.8821814
0.5786; 0.5364; 44.48960266
0.3969; 0.3503; 30.52542695
0.7952; 0.1965; -0.240027476
0.3894; 0.5907; 60.14692778
0.1977; 0.1559; 13.91274127
0.4543; 0.6043; 58.40567433
0.4413; 0.6844; 68.65740825
0.8357; 0.5922; 39.35466855
0.9494; 0.876; 62.6095683
0.9874; 0.1853; -5.939860287
0.5744; 0.442; 33.94256477
0.7085; 0.0496; -13.77268584
0.2602; 0.4076; 43.7714556
0.7102; 0.7284; 59.45210363
0.3936; 0.3974; 36.39633827
0.3086; 0.3881; 39.04541184
0.3535; 0.7337; 79.71819046
0.7364; 0.7394; 59.31822319
0.2002; 0.2726; 29.05406277
0.9111; 0.3678; 13.94475549
0.1094; 0.9074; 118.6278125
0.5179; 0.6548; 61.04995231
0.6876; 0.0904; -8.874239566
0.0758; 0.0278; 1.207003556
0.3072; 0.6973; 77.95458611
0.3948; 0.0678; -3.759697806
0.7249; 0.1987; 1.875184933
0.6157; 0.6549; 56.09053666
0.0983; 0.5453; 70.46463799
0.9745; 0.464; 21.3813557
0.7278; 0.5309; 37.40198639
0.6928; 0.3721; 21.61356544
0.05; 0.8098; 109.716453
0.0608; 0.3105; 40.48456295
0.2125; 0.3219; 34.93554248
0.0092; 0.4398; 61.05694812
0.6059; 0.7585; 68.22066199
0.3498; 0.8426; 93.41133018
0.6233; 0.9973; 93.93857624
0.5628; 0.8635; 82.58176147
0.3064; 0.2842; 26.08874403
0.6125; 0.3912; 26.6883563
0.031; 0.4557; 62.04817232
0.9367; 0.4019; 16.52896792
0.6116; 0.8083; 73.49617471
0.5826; 0.595; 50.95309559
0.7932; 0.4622; 27.56252484
0.5894; 0.5692; 47.71054715
0.6727; 0.3436; 19.21263392
0.2673; 0.3416; 35.02155675
0.771; 0.3717; 18.85591927
0.1169; 0.7256; 93.62306616
0.8939; 0.183; -4.059198442
0.902; 0.7801; 55.43693751
0.1974; 0.9015; 111.3595304
0.9534; 0.8488; 59.74638132
0.6287; 0.1855; 3.155502856
0.265; 0.2506; 23.51585192
0.7881; 0.1709; -2.734127718
0.4809; 0.0815; -4.563425999
0.8553; 0.1246; -9.089507104
0.5733; 0.473; 37.51579242
0.1919; 0.7278; 89.01363584
0.0154; 0.6476; 89.64975069
0.1741; 0.0721; 3.765168966
0.6766; 0.8389; 73.24007607
0.3712; 0.7795; 84.28113411
0.6382; 0.2317; 8.008332321
0.971; 0.2817; 3.784513028
0.7692; 0.1518; -4.27052552
0.0092; 0.3486; 48.32919116
0.3432; 0.4146; 40.77039278
0.0907; 0.5452; 70.89582935
0.338; 0.6575; 71.18549525
0.5355; 0.57; 50.34759626
0.4658; 0.26; 17.01203565
0.8633; 0.4866; 27.49523747
0.5658; 0.7094; 64.81565724
0.8642; 0.8505; 64.40033359
0.8643; 0.6449; 43.52644847
0.8286; 0.7656; 57.50555769
0.9083; 0.9125; 68.33799355
0.4402; 0.1076; -0.293131485
0.823; 0.4277; 22.90641989
0.0009; 0.6574; 91.97611217
0.0637; 0.0898; 10.11781885
0.6839; 0.8076; 69.41993077
0.1429; 0.0485; 1.701917203
0.0186; 0.9784; 135.4569835
0.0536; 0.9141; 123.7910297
0.4317; 0.0211; -10.42107161
0.3919; 0.654; 67.72559228
0.0228; 0.826; 113.9459694
0.6342; 0.5504; 43.56088243
0.4634; 0.2148; 11.73702928
0.7821; 0.3425; 15.41854783
0.608; 0.1025; -5.558585472
0.7558; 0.1509; -4.03354864
0.7116; 0.9987; 88.53862752
0.6416; 0.6212; 51.07958887
0.6881; 0.2898; 12.82159027
0.2904; 0.5482; 60.11494998
0.2464; 0.5467; 62.29443271
0.952; 0.6698; 42.28583547
0.6234; 0.4457; 32.35633527
0.7455; 0.9889; 85.42002348
0.6295; 0.9098; 83.79688077
0.9184; 0.5055; 27.39428599
0.4497; 0.8893; 92.621617
0.1829; 0.252; 27.0951721
0.7305; 0.9411; 81.21031342
0.0414; 0.6413; 87.08350185
0.5563; 0.5445; 46.43554648
0.0614; 0.996; 134.4156164
0.6009; 0.0504; -11.24040713
0.6602; 0.3324; 18.41751283
0.6536; 0.4105; 27.26401864
0.2216; 0.6785; 80.72860311
0.4975; 0.5076; 44.87948933
0.4351; 0.0045; -12.49969952
0.3759; 0.1286; 4.242324362
0.7333; 0.8911; 75.6983167
0.6506; 0.5145; 38.8668715
